time,open,high,low,close,volume,close_t0,close_t1,close_t2,close_t3,close_t4,close_t5,close_t6,coef_close_t0_to_close_t6,ground_truth
2023-03-30,24.47,24.66,24.18,24.37,3213691,1.0,1.004103405826836,1.0434961017644644,1.039392695937628,1.0434961017644644,1.0160032827246614,1.0237997537956502,0.003399964827950051,sideways
2023-03-31,24.47,24.76,24.37,24.47,3783733,1.0,1.0392317123007766,1.035145075602779,1.0392317123007766,1.011851246424193,1.0196158561503883,1.011851246424193,-0.0009632786502422533,sideways
2023-04-03,25.04,25.81,25.04,25.43,6092707,1.0,0.9960676366496264,1.0,0.9736531655524971,0.9811246559182069,0.9736531655524971,0.9885961462839167,-0.0034969945508679136,sideways
2023-04-04,25.53,25.81,25.24,25.33,4803216,1.0,1.0039478878799843,0.9774970390840901,0.98499802605606,0.9774970390840901,0.9924990130280301,0.9924990130280301,-0.001621453950707789,sideways
2023-04-05,25.33,25.81,25.24,25.43,5862327,1.0,0.9736531655524971,0.9811246559182069,0.9736531655524971,0.9885961462839167,0.9885961462839167,1.0,0.0013341947081624604,sideways
2023-04-06,23.89,25.62,23.89,24.76,5587133,1.0,1.0076736672051696,1.0,1.0153473344103392,1.0153473344103392,1.027059773828756,0.9959612277867528,0.0015001153934917908,sideways
2023-04-07,24.76,25.04,24.66,24.95,3550524,1.0,0.9923847695390783,1.0076152304609218,1.0076152304609218,1.0192384769539078,0.988376753507014,0.988376753507014,-0.0011165187517893002,sideways
2023-04-10,24.66,25.33,24.66,24.76,4041966,1.0,1.0153473344103392,1.0153473344103392,1.027059773828756,0.9959612277867528,0.9959612277867528,1.0076736672051696,-0.0012549042234018023,sideways
2023-04-11,24.66,25.43,24.56,25.14,6820712,1.0,1.0,1.011535401750199,0.9809069212410501,0.9809069212410501,0.9924423229912489,0.9809069212410501,-0.0036793953858393178,sideways
2023-04-12,25.33,25.62,25.14,25.14,3962846,1.0,1.011535401750199,0.9809069212410501,0.9809069212410501,0.9924423229912489,0.9809069212410501,0.9693715194908512,-0.00505739288555519,down
2023-04-13,25.33,25.91,25.24,25.43,7901479,1.0,0.9697208022021235,0.9697208022021235,0.9811246559182069,0.9697208022021235,0.9583169484860402,0.9429807314195832,-0.006923768327622041,down
2023-04-14,25.33,25.62,24.66,24.66,4935320,1.0,1.0,1.0117599351175992,1.0,0.9882400648824007,0.9724249797242498,0.9764801297648013,-0.00532962576758197,down
2023-04-17,24.08,24.85,24.08,24.66,2560557,1.0,1.0117599351175992,1.0,0.9882400648824007,0.9724249797242498,0.9764801297648013,0.9724249797242498,-0.006459274707449883,down
