time,open,high,low,close,volume,close_t0,close_t1,close_t2,close_t3,close_t4,close_t5,close_t6,coef_close_t0_to_close_t6,ground_truth
2023-03-30,11.82,12.02,11.78,12.02,1116,1.0,0.997504159733777,0.9950083194675542,0.997504159733777,0.9950083194675542,0.9916805324459235,0.9916805324459235,-0.0013073449013548833,sideways
2023-03-31,11.68,11.99,11.68,11.99,2700,1.0,0.9974979149291077,1.0,0.9974979149291077,0.994161801501251,0.994161801501251,0.9824854045037531,-0.0023233647086858228,sideways
2023-04-03,11.78,11.96,11.78,11.96,12300,1.0,1.0025083612040133,1.0,0.9966555183946487,0.9966555183946487,0.9849498327759196,0.9824414715719063,-0.003254897276636418,sideways
2023-04-04,11.99,11.99,11.99,11.99,100,1.0,0.9974979149291077,0.994161801501251,0.994161801501251,0.9824854045037531,0.9799833194328607,0.9766472060050042,-0.004170141784820688,sideways
2023-04-05,11.82,11.99,11.78,11.96,10408,1.0,0.9966555183946487,0.9966555183946487,0.9849498327759196,0.9824414715719063,0.9790969899665551,0.9882943143812709,-0.0030160057333970293,sideways
2023-04-06,11.85,11.96,11.78,11.92,18300,1.0,1.0,0.9882550335570469,0.985738255033557,0.9823825503355705,0.9916107382550335,0.9916107382550335,-0.0017078139980824525,sideways
2023-04-07,11.85,11.92,11.78,11.92,17700,1.0,0.9882550335570469,0.985738255033557,0.9823825503355705,0.9916107382550335,0.9916107382550335,0.9882550335570469,-0.0008089645254074822,sideways
2023-04-10,11.78,11.78,11.37,11.78,13111,1.0,0.9974533106960951,0.9940577249575553,1.00339558573854,1.00339558573854,1.0,1.005942275042445,0.0011520737327189007,sideways
2023-04-11,11.78,11.78,11.64,11.75,10606,1.0,0.9965957446808511,1.0059574468085106,1.0059574468085106,1.0025531914893617,1.0085106382978724,1.0085106382978724,0.0016413373860182374,sideways
2023-04-12,11.75,11.82,11.64,11.71,17803,1.0,1.0093936806148591,1.0093936806148591,1.0059777967549102,1.0119555935098206,1.0119555935098206,1.0802732707087959,0.008875198243259708,up
2023-04-13,11.89,11.89,11.82,11.82,740,1.0,1.0,0.9966159052453468,1.0025380710659897,1.0025380710659897,1.0702199661590523,1.1082910321489001,0.01682982837805171,up
2023-04-14,11.82,11.82,11.71,11.82,7508,1.0,0.9966159052453468,1.0025380710659897,1.0025380710659897,1.0702199661590523,1.1082910321489001,1.0549915397631133,0.016285956006768187,up
2023-04-17,11.78,11.82,11.78,11.78,3100,1.0,1.005942275042445,1.005942275042445,1.0738539898132429,1.1120543293718166,1.0585738539898133,1.0118845500848896,0.008822459374242048,up
