time,open,high,low,close,volume,close_t0,close_t1,close_t2,close_t3,close_t4,close_t5,close_t6,coef_close_t0_to_close_t6,ground_truth
2023-03-30,14.69,14.69,14.22,14.31,4505291,1.0,1.013277428371768,1.0719776380153738,1.0656883298392732,1.0852550663871419,1.0524109014675052,1.0587002096436058,0.00955875012478784,up
2023-03-31,14.59,14.59,14.22,14.5,5115215,1.0,1.0579310344827586,1.0517241379310345,1.0710344827586207,1.0386206896551724,1.0448275862068965,1.0448275862068965,0.0033990147783251197,sideways
2023-04-03,14.59,15.34,14.59,15.34,14553156,1.0,0.9941329856584094,1.0123859191655802,0.9817470664928293,0.9876140808344198,0.9876140808344198,1.0123859191655802,-2.3281802942817185e-05,sideways
2023-04-04,15.34,15.53,15.15,15.25,6157721,1.0,1.018360655737705,0.9875409836065574,0.9934426229508196,0.9934426229508196,1.018360655737705,1.018360655737705,0.0021779859484777537,sideways
2023-04-05,15.43,15.71,15.15,15.53,9130160,1.0,0.96973599484868,0.9755312298776562,0.9755312298776562,1.0,1.0,1.0238248551191242,0.005588262349369876,up
2023-04-06,15.25,15.62,15.06,15.06,7753897,1.0,1.0059760956175299,1.0059760956175299,1.0312084993359893,1.0312084993359893,1.0557768924302788,1.0126162018592297,0.005810092961487379,up
2023-04-07,15.06,15.25,14.87,15.15,6495022,1.0,1.0,1.025082508250825,1.025082508250825,1.0495049504950495,1.0066006600660067,1.0125412541254124,0.002687411598302681,sideways
2023-04-10,15.25,15.34,14.97,15.15,5885375,1.0,1.025082508250825,1.025082508250825,1.0495049504950495,1.0066006600660067,1.0125412541254124,1.0184818481848184,0.0004243281471004094,sideways
2023-04-11,14.97,15.62,14.97,15.53,14687835,1.0,1.0,1.0238248551191242,0.9819703799098519,0.9877656149388281,0.9935608499678042,0.9755312298776562,-0.004369423236132826,down
2023-04-12,15.53,15.81,15.43,15.53,5846946,1.0,1.0238248551191242,0.9819703799098519,0.9877656149388281,0.9935608499678042,0.9755312298776562,0.9639407598197038,-0.006899089320209722,down
2023-04-13,15.53,16.18,15.53,15.9,18205285,1.0,0.9591194968553459,0.9647798742138365,0.970440251572327,0.9528301886792453,0.9415094339622642,0.9238993710691823,-0.009838274932614566,down
2023-04-14,15.9,16.18,15.25,15.25,7359380,1.0,1.0059016393442624,1.0118032786885245,0.9934426229508196,0.9816393442622952,0.9632786885245901,0.9632786885245901,-0.008056206088992983,down
2023-04-17,15.43,15.53,15.15,15.34,4866553,1.0,1.0058670143415906,0.9876140808344198,0.9758800521512386,0.9576271186440678,0.9576271186440678,0.9634941329856583,-0.00842801266530081,down
2023-04-18,15.25,15.43,15.06,15.43,3979152,1.0,0.981853532080363,0.9701879455605963,0.9520414776409591,0.9520414776409591,0.9578742709008425,0.9760207388204797,-0.0049300990649013875,down
2023-04-19,15.43,15.43,15.06,15.15,4177155,1.0,0.9881188118811881,0.9696369636963695,0.9696369636963695,0.9755775577557755,0.994059405940594,0.9881188118811881,-0.0006364922206506371,sideways
2023-04-20,15.15,15.15,14.87,14.97,6586243,1.0,0.9812959251837007,0.9812959251837007,0.9873079492317969,1.006012024048096,1.0,1.006012024048096,0.002862868594331511,sideways
2023-04-21,14.97,14.97,14.69,14.69,4440055,1.0,1.0,1.0061266167460858,1.0251872021783528,1.019060585432267,1.0251872021783528,1.0122532334921714,0.0035738597685500365,sideways
2023-04-24,14.78,14.87,14.5,14.69,3659216,1.0,1.0061266167460858,1.0251872021783528,1.019060585432267,1.0251872021783528,1.0122532334921714,1.0122532334921714,0.0017504619274530556,sideways
2023-04-25,14.78,14.87,14.59,14.78,2843181,1.0,1.0189445196211098,1.012855209742896,1.0189445196211098,1.0060893098782138,1.0060893098782138,1.0378890392422193,0.002899671370577989,sideways
2023-04-26,14.59,15.06,14.59,15.06,3347095,1.0,0.9940239043824701,1.0,0.9873837981407702,0.9873837981407702,1.0185922974767596,1.0185922974767596,0.003296338455700998,sideways
2023-04-27,15.06,15.06,14.78,14.97,2674222,1.0,1.006012024048096,0.9933199732798931,0.9933199732798931,1.0247160988643953,1.0247160988643953,1.0247160988643953,0.005105448993224517,up
2023-04-28,14.87,15.06,14.78,15.06,2908254,1.0,0.9873837981407702,0.9873837981407702,1.0185922974767596,1.0185922974767596,1.0185922974767596,1.0245683930942895,0.0059760956175298864,up
2023-05-04,14.78,14.87,14.59,14.87,6143417,1.0,1.0,1.031607262945528,1.031607262945528,1.031607262945528,1.0376597175521185,1.0376597175521185,0.006724949562878302,up
2023-05-05,14.78,14.87,14.69,14.87,3728668,1.0,1.031607262945528,1.031607262945528,1.031607262945528,1.0376597175521185,1.0376597175521185,1.0443846671149966,0.0054039773273129015,up
2023-05-08,14.97,15.34,14.87,15.34,6196983,1.0,1.0,1.0,1.0058670143415906,1.0058670143415906,1.0123859191655802,1.0182529335071708,0.0030499161855094105,sideways
2023-05-09,15.25,15.62,15.25,15.34,5959853,1.0,1.0,1.0058670143415906,1.0058670143415906,1.0123859191655802,1.0182529335071708,0.9941329856584094,0.0009079903147699733,sideways
2023-05-10,15.43,15.43,15.15,15.34,4143474,1.0,1.0058670143415906,1.0058670143415906,1.0123859191655802,1.0182529335071708,0.9941329856584094,0.9941329856584094,-0.001024399329484084,sideways
2023-05-11,15.34,15.62,15.25,15.43,6273403,1.0,1.0,1.0064808813998705,1.0123136746597536,0.9883344134802333,0.9883344134802333,1.0064808813998705,-0.0007869641699842539,sideways
2023-05-12,15.43,15.53,15.25,15.43,6239646,1.0,1.0064808813998705,1.0123136746597536,0.9883344134802333,0.9883344134802333,1.0064808813998705,1.0123136746597536,0.0004629200999907356,sideways
2023-05-15,15.43,15.71,15.34,15.53,11895542,1.0,1.0057952350289763,0.9819703799098519,0.9819703799098519,1.0,1.0057952350289763,1.0057952350289763,0.0012648330420384605,sideways
2023-05-16,15.53,15.81,15.53,15.62,6281486,1.0,0.9763124199743919,0.9763124199743919,0.9942381562099872,1.0,1.0,0.9878361075544174,0.0012346808121455927,sideways
2023-05-17,15.62,15.71,15.06,15.25,7312687,1.0,1.0,1.018360655737705,1.024262295081967,1.024262295081967,1.0118032786885245,1.018360655737705,0.0030210772833723556,sideways
